"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
SAN_DIEGO.A,20190725,2359,0.00,,75,62,,,,,,,,,,570,,,,
SAN_DIEGO.A,20190726,2359,0.00,,77,62,,,0,0,,,,,,649,,96.0,58.0,
SAN_DIEGO.A,20190727,2359,0.00,,81,67,,,0,0,,,,,,651,,96.0,60.0,
SAN_DIEGO.A,20190728,2359,0.01,,76,63,,,0,0,,,,,,634,,94.0,73.0,
SAN_DIEGO.A,20190729,2359,0.00,,77,62,,,0,0,,,,,,590,,94.0,65.0,
SAN_DIEGO.A,20190730,2359,0.00,,72,62,,,0,0,,,,,,566,,92.0,70.0,
SAN_DIEGO.A,20190731,2359,0.00,,76,62,,,0,0,,,,,,585,,94.0,68.0,
SAN_DIEGO.A,20190801,2359,0.00,,79,65,,,0,0,,,,,,579,,93.0,69.0,
SAN_DIEGO.A,20190802,2359,0.00,,78,66,,,0,0,,,,,,575,,94.0,63.0,
SAN_DIEGO.A,20190803,2359,0.00,,79,63,,,0,0,,,,,,580,,95.0,65.0,
SAN_DIEGO.A,20190804,2359,0.00,,79,64,,,,,,,,,,598,,,,
SAN_DIEGO.A,20190805,2359,0.00,,79,65,,,0,0,,,,,,583,,95.0,68.0,
SAN_DIEGO.A,20190806,2359,0.00,,78,64,,,0,0,,,,,,577,,91.0,68.0,
SAN_DIEGO.A,20190807,2359,0.00,,78,62,,,0,0,,,,,,557,,92.0,70.0,
SAN_DIEGO.A,20190808,2359,0.00,,77,64,,,,,,,,,,540,,,,
SAN_DIEGO.A,20190809,2359,0.02,,78,62,,,0,0,,,,,,623,,95.0,64.0,
SAN_DIEGO.A,20190810,2359,0.00,,77,64,,,0,0,,,,,,633,,92.0,61.0,
SAN_DIEGO.A,20190811,2359,0.00,,80,65,,,,,,,,,,588,,,,
SAN_DIEGO.A,20190812,2359,0.01,,76,62,,,0,0,,,,,,557,,93.0,68.0,
SAN_DIEGO.A,20190813,2359,0.00,,77,62,,,0,0,,,,,,612,,94.0,66.0,
SAN_DIEGO.A,20190814,2359,0.00,,79,64,,,0,0,,,,,,617,,98.0,63.0,
SAN_DIEGO.A,20190815,2359,0.00,,78,65,,,0,0,,,,,,634,,95.0,65.0,
SAN_DIEGO.A,20190816,2359,0.00,,75,63,,,0,0,,,,,,602,,95.0,67.0,
SAN_DIEGO.A,20190817,2359,0.00,,74,62,,,0,0,,,,,,592,,89.0,65.0,
SAN_DIEGO.A,20190818,2359,0.00,,77,59,,,0,0,,,,,,579,,88.0,64.0,
SAN_DIEGO.A,20190819,2359,0.00,,80,60,,,0,0,,,,,,607,,91.0,66.0,
SAN_DIEGO.A,20190820,2359,0.00,,79,65,,,0,0,,,,,,610,,92.0,66.0,
SAN_DIEGO.A,20190821,2359,0.00,,81,63,,,0,0,,,,,,612,,97.0,62.0,
SAN_DIEGO.A,20190822,2359,0.00,,79,62,,,0,0,,,,,,577,,99.0,77.0,
SAN_DIEGO.A,20190823,2359,0.00,,79,62,,,0,0,,,,,,558,,92.0,66.0,
SAN_DIEGO.A,20190824,2359,0.00,,78,63,,,0,0,,,,,,596,,94.0,68.0,
SAN_DIEGO.A,20190825,2359,0.01,,79,63,,,0,0,,,,,,574,,95.0,43.0,
SAN_DIEGO.A,20190826,2359,0.01,,85,68,,,0,0,,,,,,585,,93.0,41.0,
SAN_DIEGO.A,20190827,2359,0.00,,80,67,,,0,0,,,,,,552,,93.0,64.0,
SAN_DIEGO.A,20190828,2359,0.00,,79,64,,,0,0,,,,,,462,,91.0,66.0,
SAN_DIEGO.A,20190829,2359,0.00,,83,62,,,0,0,,,,,,535,,95.0,69.0,
SAN_DIEGO.A,20190830,2359,0.00,,84,65,,,0,0,,,,,,569,,97.0,63.0,
SAN_DIEGO.A,20190831,2359,0.00,,78,63,,,0,0,,,,,,540,,94.0,68.0,
SAN_DIEGO.A,20190901,2359,0.00,,79,63,,,0,0,,,,,,484,,95.0,69.0,
SAN_DIEGO.A,20190902,2359,0.01,,90,66,,,0,0,,,,,,475,,97.0,35.0,
SAN_DIEGO.A,20190903,2359,0.00,,81,63,,,0,0,,,,,,521,,95.0,48.0,
SAN_DIEGO.A,20190904,2359,0.00,,86,70,,,0,0,,,,,,447,,96.0,49.0,
 
