,hum_ratio,temp,wind_dir,solar_radiation,windspeed,weekday,week
2050-02-15 23:00:00,0.004714231982813079,5.6,160,0,4.6,0.0,7
2050-02-16 00:00:00,0.004715041148463431,5.6,160,0,3.6,0.0,7
2050-02-16 01:00:00,0.004715503653562821,5.6,160,0,3.1,0.0,7
2050-02-16 02:00:00,0.004882531862404289,5.6,120,0,3.1,0.0,7
2050-02-16 03:00:00,0.0048956191425605046,5.0,130,0,3.1,0.0,7
2050-02-16 04:00:00,0.004886606702813442,5.6,170,0,4.6,0.0,7
2050-02-16 05:00:00,0.005054560347753855,5.6,170,0,5.2,0.0,7
2050-02-16 06:00:00,0.0050997615982583365,6.7,190,0,5.2,0.0,7
2050-02-16 07:00:00,0.0052825998672740015,7.2,170,11,6.2,0.0,7
2050-02-16 08:00:00,0.0052855910072829885,7.2,170,125,6.7,0.0,7
2050-02-16 09:00:00,0.0052895050803862444,6.7,160,183,5.4,0.0,7
2050-02-16 10:00:00,0.005077066800224433,6.1,190,307,2.6,0.0,7
2050-02-16 11:00:00,0.005298639408246708,6.7,200,333,7.2,0.0,7
2050-02-16 12:00:00,0.005554700192681246,7.2,180,430,5.7,0.0,7
2050-02-16 13:00:00,0.005533649063632906,7.8,180,269,7.7,0.0,7
2050-02-16 14:00:00,0.005536251334927371,7.8,210,229,5.2,0.0,7
2050-02-16 15:00:00,0.0058016630455901734,7.8,220,256,6.7,0.0,7
2050-02-16 16:00:00,0.005346941892691548,7.8,210,82,11.3,0.0,7
2050-02-16 17:00:00,0.005151449714628136,7.8,210,17,10.8,0.0,7
2050-02-16 18:00:00,0.004721452706399746,8.3,250,0,7.2,0.0,7
2050-02-16 19:00:00,0.004721218775855091,8.3,230,0,7.2,0.0,7
2050-02-16 20:00:00,0.005090120142561833,9.4,220,0,8.8,0.0,7
2050-02-16 21:00:00,0.004774242512678146,10.0,210,0,10.8,0.0,7
2050-02-16 22:00:00,0.004926417165108428,10.0,250,0,9.3,0.0,7
2050-02-16 23:00:00,0.0045765523860195915,10.6,230,0,9.3,0.0,7
2050-02-17 00:00:00,0.004583040006187145,9.4,230,0,9.3,0.0,7
2050-02-17 01:00:00,0.004378385690924258,7.2,230,0,8.8,0.0,7
2050-02-17 02:00:00,0.004348122439662685,6.7,210,0,5.2,0.0,7
2050-02-17 03:00:00,0.004590139091347268,6.7,200,0,5.9,0.0,7
2050-02-17 04:00:00,0.00471384837422821,6.7,210,0,7.2,0.0,7
2050-02-17 05:00:00,0.004593549164545519,6.7,200,0,8.8,0.0,7
2050-02-17 06:00:00,0.004582431671833222,6.1,210,0,8.8,0.0,7
2050-02-17 07:00:00,0.004596073704700871,5.6,200,6,8.2,0.0,7
2050-02-17 08:00:00,0.004587886206357797,6.1,210,38,6.2,0.0,7
2050-02-17 09:00:00,0.004380666431577048,5.6,180,84,6.7,0.0,7
2050-02-17 10:00:00,0.004386328981109989,5.6,180,257,5.7,0.0,7
2050-02-17 11:00:00,0.004393318401119696,5.6,190,143,5.7,0.0,7
2050-02-17 12:00:00,0.004434170381076364,5.0,170,439,6.2,0.0,7
2050-02-17 13:00:00,0.004443583311609506,5.0,180,195,6.2,0.0,7
2050-02-17 14:00:00,0.00463686832790459,4.4,140,274,5.7,0.0,7
2050-02-17 15:00:00,0.004636374694025491,5.0,130,199,5.7,0.0,7
2050-02-17 16:00:00,0.004648410505496016,5.0,160,17,4.6,0.0,7
2050-02-17 17:00:00,0.004822803904224912,5.0,140,9,3.6,0.0,7
2050-02-17 18:00:00,0.005253170554334035,6.7,170,0,5.7,0.0,7
2050-02-17 19:00:00,0.005251864966880644,7.2,200,0,9.0,0.0,7
2050-02-17 20:00:00,0.005251199211388381,7.2,220,0,10.8,0.0,7
2050-02-17 21:00:00,0.0044704208082116574,7.8,220,0,8.2,0.0,7
2050-02-17 22:00:00,0.0041588455721485295,7.2,240,0,12.4,0.0,7
2050-02-17 23:00:00,0.004290685033809093,5.6,230,0,10.2,0.0,7
2050-02-18 00:00:00,0.004110160549352201,3.9,230,0,7.7,0.0,7
2050-02-18 01:00:00,0.0041277820825996805,2.8,210,0,9.0,0.0,7
2050-02-18 02:00:00,0.0043124779192510255,3.9,200,0,8.8,0.0,7
2050-02-18 03:00:00,0.004312260122782366,3.9,190,0,7.7,0.0,7
2050-02-18 04:00:00,0.00431443907792838,3.9,190,0,11.3,0.0,7
2050-02-18 05:00:00,0.004315965657197185,3.9,180,0,10.8,0.0,7
2050-02-18 06:00:00,0.004314003110755228,3.9,190,0,12.9,0.0,7
2050-02-18 07:00:00,0.004459277699368502,3.9,210,22,10.0,0.0,7
2050-02-18 08:00:00,0.004453302960101819,5.6,200,101,10.3,0.0,7
2050-02-18 09:00:00,0.004108045577310671,5.6,230,147,12.9,0.0,7
2050-02-18 10:00:00,0.004100608536769876,5.0,230,96,12.4,0.0,7
2050-02-18 11:00:00,0.003980302419639768,4.4,210,164,10.3,0.0,7
2050-02-18 12:00:00,0.004094521354910774,5.0,210,221,7.7,0.0,7
2050-02-18 13:00:00,0.004130142835624484,4.4,210,197,8.2,0.0,7
2050-02-18 14:00:00,0.00430315165127972,5.0,210,160,7.7,0.0,7
2050-02-18 15:00:00,0.004077309739206321,3.9,170,84,6.7,0.0,7
2050-02-18 16:00:00,0.004114738589844471,4.4,190,67,8.8,0.0,7
2050-02-18 17:00:00,0.004265442395318096,4.4,190,9,7.2,0.0,7
2050-02-18 18:00:00,0.004282082611169428,5.0,170,0,7.7,0.0,7
2050-02-18 19:00:00,0.004258598817973422,3.9,180,0,7.2,0.0,7
2050-02-18 20:00:00,0.004795111975378965,5.6,180,0,6.2,0.0,7
2050-02-18 21:00:00,0.004437099529164179,6.1,180,0,5.7,0.0,7
2050-02-18 22:00:00,0.004259485867279152,6.7,210,0,5.7,0.0,7
2050-02-18 23:00:00,0.0040747015659827095,6.7,190,0,5.7,0.0,7
2050-02-19 00:00:00,0.003950509335850884,6.7,190,0,5.7,1.0,7
2050-02-19 01:00:00,0.003948051548057027,6.7,200,0,2.6,1.0,7
2050-02-19 02:00:00,0.004047912823983076,5.6,170,0,2.6,1.0,7
2050-02-19 03:00:00,0.003897951781418131,6.1,70,0,2.6,1.0,7
2050-02-19 04:00:00,0.0037208284483693415,6.1,110,0,3.1,1.0,7
2050-02-19 05:00:00,0.003919434978059066,4.4,180,0,2.1,1.0,7
2050-02-19 06:00:00,0.0037565384614380655,5.6,110,0,2.6,1.0,7
2050-02-19 07:00:00,0.00355359027954579,4.4,60,16,2.6,1.0,7
2050-02-19 08:00:00,0.00372149407006731,2.8,30,70,3.6,1.0,7
2050-02-19 09:00:00,0.003724797817064511,3.9,20,76,3.6,1.0,7
2050-02-19 10:00:00,0.0037366841649957238,2.2,10,103,4.1,1.0,7
2050-02-19 11:00:00,0.003559434688453727,2.2,30,107,5.2,1.0,7
2050-02-19 12:00:00,0.0035586147180784516,1.7,30,123,3.6,1.0,7
2050-02-19 13:00:00,0.003554611678826867,2.2,320,151,1.5,1.0,7
2050-02-19 14:00:00,0.003565765163825595,1.1,10,114,2.6,1.0,7
2050-02-19 15:00:00,0.003550850056410559,2.2,60,116,2.1,1.0,7
2050-02-19 16:00:00,0.0037192720802971292,1.7,120,65,2.6,1.0,7
2050-02-19 17:00:00,0.0037019140632801057,2.8,160,16,2.6,1.0,7
2050-02-19 18:00:00,0.0039035754041868067,3.9,180,0,2.6,1.0,7
2050-02-19 19:00:00,0.004378843022516705,5.0,220,0,2.6,1.0,7
2050-02-19 20:00:00,0.004380783657750359,5.0,230,0,2.3,1.0,7
2050-02-19 21:00:00,0.004221550488030711,5.0,170,0,2.6,1.0,7
2050-02-19 22:00:00,0.004544412919329849,5.0,180,0,3.1,1.0,7
2050-02-19 23:00:00,0.00470665948379244,5.0,150,0,3.1,1.0,7
2050-02-20 00:00:00,0.004911926355418096,5.6,150,0,2.6,1.0,7
2050-02-20 01:00:00,0.004746699558260856,5.6,220,0,3.6,1.0,7
2050-02-20 02:00:00,0.004746465224423622,5.6,220,0,3.1,1.0,7
2050-02-20 03:00:00,0.004745411008413657,5.6,220,0,3.6,1.0,7
2050-02-20 04:00:00,0.004578151876819172,5.6,230,0,5.2,1.0,7
2050-02-20 05:00:00,0.004550692033930883,5.0,230,0,4.6,1.0,7
2050-02-20 06:00:00,0.004551028904790848,5.0,100,0,4.1,1.0,7
2050-02-20 07:00:00,0.004207175144607313,4.4,60,33,4.1,1.0,7
2050-02-20 08:00:00,0.004030751441344556,2.8,100,120,3.6,1.0,7
2050-02-20 09:00:00,0.004224117566264658,3.3,120,196,4.4,1.0,7
2050-02-20 10:00:00,0.004224742260722409,3.3,100,258,3.1,1.0,7
2050-02-20 11:00:00,0.004225679648927937,3.3,160,382,3.1,1.0,7
2050-02-20 12:00:00,0.0040323411627320475,2.8,160,169,2.6,1.0,7
2050-02-20 13:00:00,0.00403303706022088,2.8,150,126,3.6,1.0,7
2050-02-20 14:00:00,0.0038953550871360333,2.8,160,324,3.1,1.0,7
2050-02-20 15:00:00,0.0038947789808495325,2.8,160,173,3.6,1.0,7
2050-02-20 16:00:00,0.0039055882182242635,2.2,150,89,2.8,1.0,7
2050-02-20 17:00:00,0.004033176243663892,3.3,160,16,3.1,1.0,7
2050-02-20 18:00:00,0.004012247605616035,5.0,140,0,2.6,1.0,7
2050-02-20 19:00:00,0.00403518683532446,6.7,190,0,3.6,1.0,7
2050-02-20 20:00:00,0.0040426592091263825,6.1,190,0,3.6,1.0,7
2050-02-20 21:00:00,0.004034888143439404,6.7,190,0,3.6,1.0,7
2050-02-20 22:00:00,0.0038989674193656014,7.8,220,0,3.6,1.0,7
2050-02-20 23:00:00,0.0038999833547259484,8.3,240,0,3.1,1.0,7
2050-02-21 00:00:00,0.0035722010282810013,7.8,200,0,2.1,0.0,8
2050-02-21 01:00:00,0.0034264992936903094,7.2,240,0,1.5,0.0,8
2050-02-21 02:00:00,0.003428351893917289,6.7,100,0,3.1,0.0,8
2050-02-21 03:00:00,0.0035752627536496137,6.1,60,0,3.1,0.0,8
2050-02-21 04:00:00,0.0034010937093704088,6.1,80,0,3.1,0.0,8
2050-02-21 05:00:00,0.0032535085589654377,5.0,90,0,3.1,0.0,8
2050-02-21 06:00:00,0.0034232205109154847,4.4,100,0,2.6,0.0,8
2050-02-21 07:00:00,0.003401086901072565,3.3,110,18,2.6,0.0,8
2050-02-21 08:00:00,0.003266368226060144,1.1,110,123,0.0,0.0,8
2050-02-21 09:00:00,0.0032501531202795515,5.0,120,265,0.0,0.0,8
2050-02-21 10:00:00,0.0032604145596217765,3.3,120,375,1.5,0.0,8
2050-02-21 11:00:00,0.003161128313118041,1.7,150,463,0.0,0.0,8
2050-02-21 12:00:00,0.0031682997959189187,0.0,180,505,1.5,0.0,8
2050-02-21 13:00:00,0.0034323783180236884,1.1,140,438,1.5,0.0,8
2050-02-21 14:00:00,0.003410524066433819,2.2,160,298,0.0,0.0,8
2050-02-21 15:00:00,0.003147557963085654,2.2,180,176,1.5,0.0,8
2050-02-21 16:00:00,0.0031694869692384343,3.3,150,88,2.1,0.0,8
2050-02-21 17:00:00,0.004041793100439137,4.4,160,14,1.5,0.0,8
2050-02-21 18:00:00,0.003566391556524976,7.8,170,0,2.1,0.0,8
2050-02-21 19:00:00,0.003916396394587429,8.9,200,0,2.6,0.0,8
2050-02-21 20:00:00,0.0035438799134128508,10.0,250,0,1.5,0.0,8
2050-02-21 21:00:00,0.003722145641672435,11.7,150,0,2.1,0.0,8
2050-02-21 22:00:00,0.0038603465103480812,13.3,120,0,3.6,0.0,8
2050-02-21 23:00:00,0.003391590874431134,13.3,120,0,4.6,0.0,8
2050-02-22 00:00:00,0.0034640601443726923,12.8,120,0,5.2,0.0,8
2050-02-22 01:00:00,0.0034184129437617276,11.1,100,0,4.6,0.0,8
2050-02-22 02:00:00,0.0034012244393884523,10.0,120,0,5.2,0.0,8
2050-02-22 03:00:00,0.003325806341863955,10.0,120,0,5.7,0.0,8
2050-02-22 04:00:00,0.0031924589042729786,9.4,100,0,5.7,0.0,8
2050-02-22 05:00:00,0.0031541059132706778,8.9,120,0,6.2,0.0,8
2050-02-22 06:00:00,0.0031534043448645816,8.9,130,0,4.1,0.0,8
2050-02-22 07:00:00,0.0031786321411471467,7.2,120,19,4.1,0.0,8
2050-02-22 08:00:00,0.0032931055354451515,8.3,120,70,3.1,0.0,8
2050-02-22 09:00:00,0.003910776938636006,6.7,160,133,3.1,0.0,8
2050-02-22 10:00:00,0.003729084516190735,6.7,140,225,3.1,0.0,8
2050-02-22 11:00:00,0.004029717834405648,6.7,130,203,2.6,0.0,8
2050-02-22 12:00:00,0.0037278902563401316,6.7,130,358,6.7,0.0,8
2050-02-22 13:00:00,0.0035452377059484942,6.7,120,326,6.7,0.0,8
2050-02-22 14:00:00,0.003420593557661963,7.2,120,153,2.6,0.0,8
2050-02-22 15:00:00,0.0033966624236209182,6.1,170,92,1.5,0.0,8
2050-02-22 16:00:00,0.003555728665875613,5.6,200,57,1.5,0.0,8
2050-02-22 17:00:00,0.0038468489433855267,7.2,180,15,2.1,0.0,8
2050-02-22 18:00:00,0.004330109141172037,7.8,170,0,2.1,0.0,8
2050-02-22 19:00:00,0.004324996631703236,9.4,140,0,2.1,0.0,8
2050-02-22 20:00:00,0.004378731032263401,10.6,180,0,3.1,0.0,8
2050-02-22 21:00:00,0.004353857038442773,12.2,190,0,5.2,0.0,8
2050-02-22 22:00:00,0.004703208828392341,12.2,190,0,4.1,0.0,8
2050-02-22 23:00:00,0.004379716433441757,11.7,180,0,3.1,0.0,8
2050-02-23 00:00:00,0.004716152918845417,11.7,170,0,3.1,0.0,8
2050-02-23 01:00:00,0.004548615333310136,11.7,130,0,3.1,0.0,8
2050-02-23 02:00:00,0.004206787702235014,11.1,140,0,3.6,0.0,8
2050-02-23 03:00:00,0.004223179052985643,10.6,130,0,4.1,0.0,8
2050-02-23 04:00:00,0.004043196101202017,11.1,140,0,3.1,0.0,8
2050-02-23 05:00:00,0.004041902812742105,11.1,160,0,5.7,0.0,8
2050-02-23 06:00:00,0.004041405614380284,11.1,240,0,5.2,0.0,8
2050-02-23 07:00:00,0.004532326398822274,10.6,240,36,5.2,0.0,8
2050-02-23 08:00:00,0.004502640291311221,10.0,190,99,5.2,0.0,8
2050-02-23 09:00:00,0.005292785848740327,8.9,220,260,5.2,0.0,8
2050-02-23 10:00:00,0.005549077884320712,8.3,200,332,7.4,0.0,8
2050-02-23 11:00:00,0.004552177607779805,6.7,220,376,6.4,0.0,8
2050-02-23 12:00:00,0.0041611466906529525,5.6,210,317,6.7,0.0,8
2050-02-23 13:00:00,0.004362523742585226,5.0,220,426,5.7,0.0,8
2050-02-23 14:00:00,0.0043384175006342856,4.4,170,432,4.1,0.0,8
2050-02-23 15:00:00,0.0038729851062245697,3.3,180,119,4.1,0.0,8
2050-02-23 16:00:00,0.004034947557273406,4.4,150,95,4.1,0.0,8
2050-02-23 17:00:00,0.004001472286712091,5.6,180,14,4.6,0.0,8
2050-02-23 18:00:00,0.004015941851373915,7.8,190,0,6.7,0.0,8
2050-02-23 19:00:00,0.003913886449166355,8.9,210,0,5.2,0.0,8
2050-02-23 20:00:00,0.004057068238026825,8.9,220,0,6.2,0.0,8
2050-02-23 21:00:00,0.0036947924409045057,8.3,210,0,5.2,0.0,8
2050-02-23 22:00:00,0.00392501255478598,8.9,230,0,6.7,0.0,8
2050-02-23 23:00:00,0.0037038305775446453,10.0,230,0,6.2,0.0,8
2050-02-24 00:00:00,0.0037205380908399525,8.9,230,0,5.7,0.0,8
2050-02-24 01:00:00,0.0035733092410759754,8.3,220,0,5.7,0.0,8
2050-02-24 02:00:00,0.00358485337605788,7.8,220,0,5.7,0.0,8
2050-02-24 03:00:00,0.0035879637691992664,7.8,210,0,3.6,0.0,8
2050-02-24 04:00:00,0.0037592321211003593,7.2,210,0,4.1,0.0,8
2050-02-24 05:00:00,0.003892729688677119,6.1,220,0,4.6,0.0,8
2050-02-24 06:00:00,0.004044997567269767,5.6,170,0,6.2,0.0,8
2050-02-24 07:00:00,0.004078667736448987,6.1,200,9,7.7,0.0,8
2050-02-24 08:00:00,0.004257787447942313,6.7,190,46,8.2,0.0,8
2050-02-24 09:00:00,0.00425024831174108,4.4,180,116,5.7,0.0,8
2050-02-24 10:00:00,0.00425416925792277,4.4,200,110,6.6,0.0,8
2050-02-24 11:00:00,0.004256475886841977,3.9,210,116,7.7,0.0,8
2050-02-24 12:00:00,0.004255415214796678,3.9,160,151,4.6,0.0,8
2050-02-24 13:00:00,0.004403302094662612,3.9,140,215,4.1,0.0,8
2050-02-24 14:00:00,0.004248343436595213,4.4,180,188,6.4,0.0,8
2050-02-24 15:00:00,0.004050193069153754,5.0,180,87,5.9,0.0,8
2050-02-24 16:00:00,0.004395780786098887,4.4,190,43,4.6,0.0,8
2050-02-24 17:00:00,0.004597955733784318,4.4,180,20,4.6,0.0,8
2050-02-24 18:00:00,0.0045749614032764745,5.0,170,0,6.7,0.0,8
2050-02-24 19:00:00,0.004380864132884466,4.4,200,0,7.2,0.0,8
2050-02-24 20:00:00,0.0040462048157226625,2.8,210,0,6.8,0.0,8
2050-02-24 21:00:00,0.0042413642539746825,3.3,200,0,7.9,0.0,8
2050-02-24 22:00:00,0.004568728353265917,5.0,190,0,7.2,0.0,8
2050-02-24 23:00:00,0.004372308304458799,5.6,160,0,6.7,0.0,8
2050-02-25 00:00:00,0.004372741707423901,5.6,200,0,6.7,0.0,8
2050-02-25 01:00:00,0.0044091174171918815,5.0,160,0,3.1,0.0,8
2050-02-25 02:00:00,0.004410647596356122,5.0,200,0,4.9,0.0,8
2050-02-25 03:00:00,0.004053925790425583,2.8,230,0,3.1,0.0,8
2050-02-25 04:00:00,0.004241874395316487,2.8,150,0,2.6,0.0,8
2050-02-25 05:00:00,0.004058552396572921,2.8,170,0,3.6,0.0,8
2050-02-25 06:00:00,0.004069216280564846,2.2,120,0,4.6,0.0,8
2050-02-25 07:00:00,0.003930761763901818,1.7,120,15,2.1,0.0,8
2050-02-25 08:00:00,0.003947011230034056,2.2,150,82,1.5,0.0,8
2050-02-25 09:00:00,0.004088199237902689,2.2,160,154,3.6,0.0,8
2050-02-25 10:00:00,0.004284300163982728,3.3,170,413,5.2,0.0,8
2050-02-25 11:00:00,0.004290842494562928,3.3,180,410,4.6,0.0,8
2050-02-25 12:00:00,0.004101897676036538,3.3,170,460,4.9,0.0,8
2050-02-25 13:00:00,0.004103542862193466,3.3,190,224,4.1,0.0,8
2050-02-25 14:00:00,0.004079967565988964,3.9,150,269,4.1,0.0,8
2050-02-25 15:00:00,0.004103439999396537,3.3,130,91,3.1,0.0,8
2050-02-25 16:00:00,0.004102720104185558,3.3,170,33,3.6,0.0,8
2050-02-25 17:00:00,0.004098822542788303,2.8,170,11,5.7,0.0,8
2050-02-25 18:00:00,0.004101589350481915,3.3,200,0,13.6,0.0,8
2050-02-25 19:00:00,0.004255387834244788,5.6,210,0,8.8,0.0,8
2050-02-25 20:00:00,0.003972193439056799,5.6,220,0,12.9,0.0,8
2050-02-25 21:00:00,0.0037993993974154506,6.7,210,0,9.8,0.0,8
2050-02-25 22:00:00,0.003614922157123135,6.7,210,0,6.7,0.0,8
2050-02-25 23:00:00,0.003644933340006837,5.0,240,0,4.1,0.0,8
2050-02-26 00:00:00,0.0038012891205562185,5.6,60,0,4.6,1.0,8
2050-02-26 01:00:00,0.003970349835056102,5.0,150,0,3.4,1.0,8
2050-02-26 02:00:00,0.003772640124154284,3.9,180,0,3.6,1.0,8
2050-02-26 03:00:00,0.003764573455450093,2.8,110,0,5.2,1.0,8
2050-02-26 04:00:00,0.003959135374003117,2.2,140,0,4.6,1.0,8
2050-02-26 05:00:00,0.003943182905529074,2.8,220,0,4.1,1.0,8
2050-02-26 06:00:00,0.004078486382495412,2.8,220,0,2.3,1.0,8
2050-02-26 07:00:00,0.004075235064807586,2.8,150,26,3.6,1.0,8
2050-02-26 08:00:00,0.004071887568323443,2.8,90,86,0.0,1.0,8
2050-02-26 09:00:00,0.004068242020437652,2.8,30,154,2.6,1.0,8
2050-02-26 10:00:00,0.004070631357400308,2.2,300,352,0.8,1.0,8
2050-02-26 11:00:00,0.004061877994331652,2.8,120,218,1.8,1.0,8
2050-02-26 12:00:00,0.003750722040780613,1.7,160,420,3.6,1.0,8
2050-02-26 13:00:00,0.00391800323657111,1.7,180,342,5.2,1.0,8
2050-02-26 14:00:00,0.003925898787923094,2.2,170,368,3.6,1.0,8
2050-02-26 15:00:00,0.003930254627396297,3.9,170,123,6.2,1.0,8
2050-02-26 16:00:00,0.003726640271847716,3.9,180,83,6.2,1.0,8
2050-02-26 17:00:00,0.003753649499583965,4.4,180,22,6.2,1.0,8
2050-02-26 18:00:00,0.0035891380094684616,6.1,190,0,6.2,1.0,8
2050-02-26 19:00:00,0.003921313273148914,6.7,180,0,8.8,1.0,8
2050-02-26 20:00:00,0.0034336131512895164,7.2,210,0,12.3,1.0,8
2050-02-26 21:00:00,0.003448089778177405,7.8,210,0,11.3,1.0,8
2050-02-26 22:00:00,0.0037081396196843794,7.8,200,0,11.3,1.0,8
2050-02-26 23:00:00,0.0034481750258404126,7.8,210,0,12.4,1.0,8
2050-02-27 00:00:00,0.003557587219215549,6.7,190,0,7.2,1.0,8
2050-02-27 01:00:00,0.003413360657648586,6.1,190,0,7.2,1.0,8
2050-02-27 02:00:00,0.003428772218520313,5.0,200,0,6.2,1.0,8
2050-02-27 03:00:00,0.0032876210696529246,4.4,170,0,6.2,1.0,8
2050-02-27 04:00:00,0.0034428332380470046,4.4,170,0,5.7,1.0,8
2050-02-27 05:00:00,0.0034430883228253463,4.4,180,0,6.2,1.0,8
2050-02-27 06:00:00,0.003445045229281193,4.4,160,0,7.7,1.0,8
2050-02-27 07:00:00,0.003291765595000678,4.4,120,15,3.6,1.0,8
2050-02-27 08:00:00,0.003293475203080148,4.4,150,38,5.7,1.0,8
2050-02-27 09:00:00,0.0034499899285944675,4.4,100,62,4.6,1.0,8
2050-02-27 10:00:00,0.0034519546903157877,4.4,100,138,2.1,1.0,8
2050-02-27 11:00:00,0.003557111958237383,4.4,140,195,4.6,1.0,8
2050-02-27 12:00:00,0.0040334503020101956,3.9,100,236,5.2,1.0,8
2050-02-27 13:00:00,0.0037364357925664684,3.9,120,263,6.7,1.0,8
2050-02-27 14:00:00,0.003937958333987251,3.9,120,123,6.2,1.0,8
2050-02-27 15:00:00,0.003918731261717991,3.3,120,81,5.2,1.0,8
2050-02-27 16:00:00,0.004239884112988393,3.9,140,41,4.6,1.0,8
2050-02-27 17:00:00,0.004600354341904298,4.4,200,13,3.1,1.0,8
2050-02-27 18:00:00,0.004755304337602461,4.4,130,0,5.2,1.0,8
2050-02-27 19:00:00,0.004779379857400158,5.6,170,0,4.6,1.0,8
2050-02-27 20:00:00,0.004779379857400157,5.6,210,0,7.2,1.0,8
2050-02-27 21:00:00,0.004425625169484515,6.1,240,0,7.2,1.0,8
2050-02-27 22:00:00,0.004068011522545715,6.7,220,0,10.8,1.0,8
2050-02-27 23:00:00,0.004419110896952899,2.2,230,0,9.9,1.0,8
2050-02-28 00:00:00,0.0047807200155359315,3.3,230,0,6.7,0.0,9
2050-02-28 01:00:00,0.004420097804693051,2.2,190,0,5.7,0.0,9
2050-02-28 02:00:00,0.004613479352570318,2.8,170,0,11.3,0.0,9
2050-02-28 03:00:00,0.004612105786650415,2.8,210,0,10.3,0.0,9
2050-02-28 04:00:00,0.004611304917509171,2.8,190,0,10.8,0.0,9
2050-02-28 05:00:00,0.004588124493678568,3.3,200,0,11.3,0.0,9
2050-02-28 06:00:00,0.004383240520219542,2.8,200,1,9.3,0.0,9
2050-02-28 07:00:00,0.004384111050034053,2.8,210,20,8.2,0.0,9
2050-02-28 08:00:00,0.0043849819256989424,2.8,170,109,7.7,0.0,9
2050-02-28 09:00:00,0.004246771431210315,2.2,150,267,3.6,0.0,9
2050-02-28 10:00:00,0.004056518700930085,1.7,170,268,5.7,0.0,9
2050-02-28 11:00:00,0.004090666107596816,1.1,160,124,4.8,0.0,9
2050-02-28 12:00:00,0.0037786324365491485,0.0,130,303,4.1,0.0,9
2050-02-28 13:00:00,0.0039482157005938465,0.6,140,229,3.6,0.0,9
2050-02-28 14:00:00,0.0037531375830047913,0.6,180,228,3.6,0.0,9
2050-02-28 15:00:00,0.003935742683153885,1.1,220,78,6.7,0.0,9
2050-02-28 16:00:00,0.0041027969297214575,1.1,210,120,6.2,0.0,9
2050-02-28 17:00:00,0.0040762657655228525,1.7,200,26,6.4,0.0,9
2050-02-28 18:00:00,0.004276774169192375,2.8,180,0,7.7,0.0,9
2050-02-28 19:00:00,0.004428116581775965,3.9,180,0,7.7,0.0,9
2050-02-28 20:00:00,0.004297620335224385,3.3,180,0,6.2,0.0,9
2050-02-28 21:00:00,0.004635442481656316,5.0,230,0,7.7,0.0,9
2050-02-28 22:00:00,0.004450645832941747,4.4,180,0,7.2,0.0,9
2050-02-28 23:00:00,0.004482541351668994,5.0,190,0,6.2,0.0,9
2050-03-01 00:00:00,0.0054237577478004825,5.6,220,0,7.7,0.0,9
2050-03-01 01:00:00,0.005208328840109973,6.1,200,0,7.2,0.0,9
2050-03-01 02:00:00,0.00503478574322503,5.6,180,0,5.7,0.0,9
2050-03-01 03:00:00,0.0048688095494717875,5.6,180,0,5.2,0.0,9
2050-03-01 04:00:00,0.004848280031278931,4.4,200,0,7.2,0.0,9
2050-03-01 05:00:00,0.004851351715594767,4.4,200,0,6.2,0.0,9
2050-03-01 06:00:00,0.004836316124432644,3.9,190,0,5.2,0.0,9
2050-03-01 07:00:00,0.0048372967240506125,3.9,200,38,6.2,0.0,9
2050-03-01 08:00:00,0.0046818108269528905,3.9,200,88,6.2,0.0,9
2050-03-01 09:00:00,0.004678137423476812,3.9,220,182,4.1,0.0,9
2050-03-01 10:00:00,0.004480907744497277,3.3,160,219,2.6,0.0,9
2050-03-01 11:00:00,0.004460180011065566,2.8,150,181,2.6,0.0,9
2050-03-01 12:00:00,0.0046651115711711265,3.3,190,116,3.1,0.0,9
2050-03-01 13:00:00,0.004661112772653223,3.3,160,111,2.6,0.0,9
2050-03-01 14:00:00,0.004465098633061429,3.3,190,98,2.6,0.0,9
2050-03-01 15:00:00,0.004462624480663638,3.3,160,155,2.1,0.0,9
2050-03-01 16:00:00,0.004460153068648773,3.3,180,43,2.1,0.0,9
2050-03-01 17:00:00,0.004663726074263798,4.4,240,21,1.5,0.0,9
2050-03-01 18:00:00,0.005017527805210888,5.6,240,0,2.6,0.0,9
2050-03-01 19:00:00,0.004847453121556253,5.6,240,0,2.6,0.0,9
2050-03-01 20:00:00,0.005031854882395407,5.0,230,0,4.1,0.0,9
2050-03-01 21:00:00,0.0046501685083454635,5.0,210,0,4.1,0.0,9
2050-03-01 22:00:00,0.004827738781898559,4.4,230,0,2.6,0.0,9
2050-03-01 23:00:00,0.0048138715525740524,3.9,160,0,3.1,0.0,9
2050-03-02 00:00:00,0.0048153289769558415,3.9,130,0,2.1,0.0,9
2050-03-02 01:00:00,0.00466628899447459,3.3,150,0,3.6,0.0,9
2050-03-02 02:00:00,0.00466699573378193,3.3,130,0,3.1,0.0,9
2050-03-02 03:00:00,0.004693029872610024,2.8,130,0,4.1,0.0,9
2050-03-02 04:00:00,0.004693740863600504,2.8,130,0,3.6,0.0,9
2050-03-02 05:00:00,0.0046942149772892195,2.8,130,0,2.1,0.0,9
2050-03-02 06:00:00,0.004865261076347206,3.3,170,0,2.1,0.0,9
2050-03-02 07:00:00,0.004823970160864682,3.9,240,36,3.1,0.0,9
2050-03-02 08:00:00,0.004822263811567397,3.9,290,108,1.5,0.0,9
